video_url	video_id
https://www.youtube.com/watch?v=-0PYan7m3cE	-0PYan7m3cE
https://www.youtube.com/watch?v=-4_W9-QB7Rg	-4_W9-QB7Rg
https://www.youtube.com/watch?v=-5gIu7o6UUE	-5gIu7o6UUE
https://www.youtube.com/watch?v=-vxalEeiuRw	-vxalEeiuRw
https://www.youtube.com/watch?v=1gZW0feCAkM	1gZW0feCAkM
https://www.youtube.com/watch?v=1qJ9v5rFV6w	1qJ9v5rFV6w
https://www.youtube.com/watch?v=2TL2Dob88y8	2TL2Dob88y8
https://www.youtube.com/watch?v=3Jyujv-vM_4	3Jyujv-vM_4
https://www.youtube.com/watch?v=54stxxrcEX8	54stxxrcEX8
https://www.youtube.com/watch?v=55yiBchjcYA	55yiBchjcYA
https://www.youtube.com/watch?v=5LbdMrm8NVQ	5LbdMrm8NVQ
https://www.youtube.com/watch?v=5p1rxRYkMh4	5p1rxRYkMh4
https://www.youtube.com/watch?v=5qykhTUkpDc	5qykhTUkpDc
https://www.youtube.com/watch?v=6HXSfA40fLc	6HXSfA40fLc
https://www.youtube.com/watch?v=6g8vPaC96gM	6g8vPaC96gM
https://www.youtube.com/watch?v=7XJNaYzALqI	7XJNaYzALqI
https://www.youtube.com/watch?v=8P7MYdVTVK4	8P7MYdVTVK4
https://www.youtube.com/watch?v=8WgU75FAfrs	8WgU75FAfrs
https://www.youtube.com/watch?v=AK-09zdf-W0	AK-09zdf-W0
https://www.youtube.com/watch?v=ATDJyGuDmME	ATDJyGuDmME
https://www.youtube.com/watch?v=BRWL7b38VRs	BRWL7b38VRs
https://www.youtube.com/watch?v=CKSiLNL5ol8	CKSiLNL5ol8
https://www.youtube.com/watch?v=CMcAO28TbEE	CMcAO28TbEE
https://www.youtube.com/watch?v=ClbulOK5hSA	ClbulOK5hSA
https://www.youtube.com/watch?v=Cn5m-SaMM5c	Cn5m-SaMM5c
https://www.youtube.com/watch?v=DTCwOgLmeuc	DTCwOgLmeuc
https://www.youtube.com/watch?v=DkmYwOBzbqM	DkmYwOBzbqM
https://www.youtube.com/watch?v=EpaDiOr3Rjo	EpaDiOr3Rjo
https://www.youtube.com/watch?v=F7aaK8Y1ziw	F7aaK8Y1ziw
https://www.youtube.com/watch?v=FA8LbBD939Q	FA8LbBD939Q
https://www.youtube.com/watch?v=FCQRuPdo1Fo	FCQRuPdo1Fo
https://www.youtube.com/watch?v=Fh0Dux8DPH4	Fh0Dux8DPH4
https://www.youtube.com/watch?v=FqTn5Q5wAKY	FqTn5Q5wAKY
https://www.youtube.com/watch?v=FtRb_cm1Tdw	FtRb_cm1Tdw
https://www.youtube.com/watch?v=GGlKv27uOtQ	GGlKv27uOtQ
https://www.youtube.com/watch?v=GnP67B7VE48	GnP67B7VE48
https://www.youtube.com/watch?v=GtfC4TBF4J4	GtfC4TBF4J4
https://www.youtube.com/watch?v=HLtO5MeT5-E	HLtO5MeT5-E
https://www.youtube.com/watch?v=HbaMMoSykcA	HbaMMoSykcA
https://www.youtube.com/watch?v=HthBJn0l5BM	HthBJn0l5BM
https://www.youtube.com/watch?v=I3AXJln4qKA	I3AXJln4qKA
https://www.youtube.com/watch?v=IALG4CqN6Vw	IALG4CqN6Vw
https://www.youtube.com/watch?v=LIO2jPBko_8	LIO2jPBko_8
https://www.youtube.com/watch?v=Lox0g_8GDBY	Lox0g_8GDBY
https://www.youtube.com/watch?v=M0PF5tdg5vw	M0PF5tdg5vw
https://www.youtube.com/watch?v=MW6TvkPwi78	MW6TvkPwi78
https://www.youtube.com/watch?v=MpBewhYxFUI	MpBewhYxFUI
https://www.youtube.com/watch?v=MqxVFe-auLU	MqxVFe-auLU
https://www.youtube.com/watch?v=Mr7XQRSHipk	Mr7XQRSHipk
https://www.youtube.com/watch?v=MtJHEqV0ilE	MtJHEqV0ilE
https://www.youtube.com/watch?v=NYoSj2vXMMQ	NYoSj2vXMMQ
https://www.youtube.com/watch?v=Nn8T2J_5nDY	Nn8T2J_5nDY
https://www.youtube.com/watch?v=NvHvwN93_Gw	NvHvwN93_Gw
https://www.youtube.com/watch?v=NxtMu95f4Us	NxtMu95f4Us
https://www.youtube.com/watch?v=O3i6NnUewfM	O3i6NnUewfM
https://www.youtube.com/watch?v=OPPWcE9Hmh4	OPPWcE9Hmh4
https://www.youtube.com/watch?v=PFhmR7tDApw	PFhmR7tDApw
https://www.youtube.com/watch?v=PHmMCpfBllA	PHmMCpfBllA
https://www.youtube.com/watch?v=PRdLS-8fFcg	PRdLS-8fFcg
https://www.youtube.com/watch?v=PS4mV_oKiVk	PS4mV_oKiVk
https://www.youtube.com/watch?v=Q7s8zv1jMOE	Q7s8zv1jMOE
https://www.youtube.com/watch?v=QMf9hLVRico	QMf9hLVRico
https://www.youtube.com/watch?v=SRcmSYu70ig	SRcmSYu70ig
https://www.youtube.com/watch?v=SSAUGXDclVA	SSAUGXDclVA
https://www.youtube.com/watch?v=SlG2RLz75aA	SlG2RLz75aA
https://www.youtube.com/watch?v=Sn7DDVVbH3w	Sn7DDVVbH3w
https://www.youtube.com/watch?v=T4fckuk2dRI	T4fckuk2dRI
https://www.youtube.com/watch?v=TCvn2dyzcdQ	TCvn2dyzcdQ
https://www.youtube.com/watch?v=USWl-rB5qFA	USWl-rB5qFA
https://www.youtube.com/watch?v=UXILOlgrKps	UXILOlgrKps
https://www.youtube.com/watch?v=UaqeZAIjY-8	UaqeZAIjY-8
https://www.youtube.com/watch?v=Uk_wJSV0YfA	Uk_wJSV0YfA
https://www.youtube.com/watch?v=UrFcFlXWiws	UrFcFlXWiws
https://www.youtube.com/watch?v=VvIKW6fOQPk	VvIKW6fOQPk
https://www.youtube.com/watch?v=Vz1fdsN3gyk	Vz1fdsN3gyk
https://www.youtube.com/watch?v=WBemp6uBNQw	WBemp6uBNQw
https://www.youtube.com/watch?v=WFvMzya8yVg	WFvMzya8yVg
https://www.youtube.com/watch?v=Wi0FxwsgE2M	Wi0FxwsgE2M
https://www.youtube.com/watch?v=X1u-hquWNzY	X1u-hquWNzY
https://www.youtube.com/watch?v=XXINwunKrRo	XXINwunKrRo
https://www.youtube.com/watch?v=Xqiqfe3n7Fs	Xqiqfe3n7Fs
https://www.youtube.com/watch?v=Y5xZQRl40Rs	Y5xZQRl40Rs
https://www.youtube.com/watch?v=Y7-2HTuM6Ss	Y7-2HTuM6Ss
https://www.youtube.com/watch?v=YBKXYs_YPxU	YBKXYs_YPxU
https://www.youtube.com/watch?v=YEFTcKsnI_M	YEFTcKsnI_M
https://www.youtube.com/watch?v=YLQsCFWE6Ks	YLQsCFWE6Ks
https://www.youtube.com/watch?v=YOaooxy-84E	YOaooxy-84E
https://www.youtube.com/watch?v=Z11AEV9CARw	Z11AEV9CARw
https://www.youtube.com/watch?v=ZB7P-VQtrM4	ZB7P-VQtrM4
