video_url	video_id
https://www.youtube.com/watch?v=ehmvhYXa2ik	ehmvhYXa2ik
https://www.youtube.com/watch?v=GJQednTnPOA	GJQednTnPOA
https://www.youtube.com/watch?v=JS1kWZeNcjw	JS1kWZeNcjw
https://www.youtube.com/watch?v=JiD5rqJbEbo	JiD5rqJbEbo
https://www.youtube.com/watch?v=O2nSz0nW-0o	O2nSz0nW-0o
https://www.youtube.com/watch?v=zl8Diyqo0d8	zl8Diyqo0d8
https://www.youtube.com/watch?v=SwZ4SO_zbTE	SwZ4SO_zbTE
https://www.youtube.com/watch?v=uosyCa3ZUjA	uosyCa3ZUjA
https://www.youtube.com/watch?v=Z1VWeH1fUZ4	Z1VWeH1fUZ4
https://www.youtube.com/watch?v=CG1sXlDy2Yg	CG1sXlDy2Yg
https://www.youtube.com/watch?v=HcN0MqDotZ8	HcN0MqDotZ8
https://www.youtube.com/watch?v=oqdXc7t4PfM	oqdXc7t4PfM
https://www.youtube.com/watch?v=jjs5ha7wH6w	jjs5ha7wH6w
https://www.youtube.com/watch?v=_APZuZL4x3I	_APZuZL4x3I
https://www.youtube.com/watch?v=QSHLga1bAH8	QSHLga1bAH8
https://www.youtube.com/watch?v=GUo4_IR4VyU	GUo4_IR4VyU
https://www.youtube.com/watch?v=AtOQ2-v4Ugs	AtOQ2-v4Ugs
https://www.youtube.com/watch?v=DOaxkYqihh0	DOaxkYqihh0
https://www.youtube.com/watch?v=FBR1jeSIvB4	FBR1jeSIvB4
https://www.youtube.com/watch?v=1-IrsPy37KA	1-IrsPy37KA
https://www.youtube.com/watch?v=VgFs-vozw1E	VgFs-vozw1E
https://www.youtube.com/watch?v=FIphQ9-ZE40	FIphQ9-ZE40
https://www.youtube.com/watch?v=2pReGCMrAqc	2pReGCMrAqc
https://www.youtube.com/watch?v=qiukdQsiisw	qiukdQsiisw
https://www.youtube.com/watch?v=dKu8u-z0xW4	dKu8u-z0xW4
https://www.youtube.com/watch?v=geBDqKQiVwU	geBDqKQiVwU
https://www.youtube.com/watch?v=-fPBWru2FHU	-fPBWru2FHU
https://www.youtube.com/watch?v=xYk2Zo80VyQ	xYk2Zo80VyQ
https://www.youtube.com/watch?v=sYDm9kCQWuY	sYDm9kCQWuY
https://www.youtube.com/watch?v=2cikp7X2O4E	2cikp7X2O4E
https://www.youtube.com/watch?v=R54Yfv6rYjw	R54Yfv6rYjw
https://www.youtube.com/watch?v=ZmL-T451pB4	ZmL-T451pB4
https://www.youtube.com/watch?v=4MYkpfFIT_k	4MYkpfFIT_k
https://www.youtube.com/watch?v=vAJLJ-JOU-U	vAJLJ-JOU-U
https://www.youtube.com/watch?v=5c9CbXTK6_k	5c9CbXTK6_k
https://www.youtube.com/watch?v=BaxlVeURd5Y	BaxlVeURd5Y
https://www.youtube.com/watch?v=FIAbjWS5hos	FIAbjWS5hos
https://www.youtube.com/watch?v=llVsfYcU-1M	llVsfYcU-1M
https://www.youtube.com/watch?v=5q8B51jG7Sw	5q8B51jG7Sw
https://www.youtube.com/watch?v=al3UNA_ckDA	al3UNA_ckDA
https://www.youtube.com/watch?v=atZDk5u0MBo	atZDk5u0MBo
https://www.youtube.com/watch?v=ZMbzvKtet9g	ZMbzvKtet9g
https://www.youtube.com/watch?v=9FpzkT2XTTU	9FpzkT2XTTU
https://www.youtube.com/watch?v=W4vBjHfDc6g	W4vBjHfDc6g
https://www.youtube.com/watch?v=7WgF87NOGC4	7WgF87NOGC4
https://www.youtube.com/watch?v=WSgzib9Z0UQ	WSgzib9Z0UQ
https://www.youtube.com/watch?v=eshERLlZWvs	eshERLlZWvs
https://www.youtube.com/watch?v=9xVFeZnDDWU	9xVFeZnDDWU
https://www.youtube.com/watch?v=KfXK8aM6Cio	KfXK8aM6Cio
https://www.youtube.com/watch?v=fQBDhssIoeM	fQBDhssIoeM
https://www.youtube.com/watch?v=PVfZ0EFnD8U	PVfZ0EFnD8U
https://www.youtube.com/watch?v=GNzpw7j2gVU	GNzpw7j2gVU
https://www.youtube.com/watch?v=xtvK0nt6b-I	xtvK0nt6b-I
https://www.youtube.com/watch?v=2oKPdeAcedk	2oKPdeAcedk
https://www.youtube.com/watch?v=oaFSjOuCfn4	oaFSjOuCfn4
https://www.youtube.com/watch?v=KlFT4W5ypDA	KlFT4W5ypDA
https://www.youtube.com/watch?v=KuYF8Lp7vp0	KuYF8Lp7vp0
https://www.youtube.com/watch?v=A4cS-YDrtpo	A4cS-YDrtpo
https://www.youtube.com/watch?v=y6g2wzd1GqM	y6g2wzd1GqM
https://www.youtube.com/watch?v=2FpLo58XGBU	2FpLo58XGBU
https://www.youtube.com/watch?v=2M4qeEP-b1w	2M4qeEP-b1w
https://www.youtube.com/watch?v=qlAzwsTRzKU	qlAzwsTRzKU
https://www.youtube.com/watch?v=TZmYoof9kWg	TZmYoof9kWg
https://www.youtube.com/watch?v=XEr09oE78Qw	XEr09oE78Qw
https://www.youtube.com/watch?v=dYdwl0nzMLI	dYdwl0nzMLI
https://www.youtube.com/watch?v=vaTiIro1wWw	vaTiIro1wWw
https://www.youtube.com/watch?v=Ypm6zsFWcJc	Ypm6zsFWcJc
https://www.youtube.com/watch?v=aHKVjVqSKqM	aHKVjVqSKqM
https://www.youtube.com/watch?v=nrTr1KIpeg0	nrTr1KIpeg0
https://www.youtube.com/watch?v=bfLHluT9Nh8	bfLHluT9Nh8
https://www.youtube.com/watch?v=-CdhuONiatc	-CdhuONiatc
https://www.youtube.com/watch?v=4FzgBiBOKlw	4FzgBiBOKlw
https://www.youtube.com/watch?v=AGCT3T38tPA	AGCT3T38tPA
https://www.youtube.com/watch?v=3H5lMpD0fLk	3H5lMpD0fLk
https://www.youtube.com/watch?v=h-0HRs0FY2U	h-0HRs0FY2U
https://www.youtube.com/watch?v=HuvwtuqIUYU	HuvwtuqIUYU
https://www.youtube.com/watch?v=jJPelWitHek	jJPelWitHek
https://www.youtube.com/watch?v=1GRUMSMV9ZY	1GRUMSMV9ZY
https://www.youtube.com/watch?v=GMfMKPTL8c4	GMfMKPTL8c4
https://www.youtube.com/watch?v=0hGOiVQants	0hGOiVQants
https://www.youtube.com/watch?v=g1aoTgz2lVk	g1aoTgz2lVk
