video_url	video_id
https://www.youtube.com/watch?v=ef7BTOWFeEk	ef7BTOWFeEk
https://www.youtube.com/watch?v=NSgqmD-x-Dc	NSgqmD-x-Dc
https://www.youtube.com/watch?v=eNDCi-ATfrk	eNDCi-ATfrk
https://www.youtube.com/watch?v=5-Ea4CxJoKA	5-Ea4CxJoKA
https://www.youtube.com/watch?v=s03b9rXMRoU	s03b9rXMRoU
https://www.youtube.com/watch?v=p2u2xBkaAag	p2u2xBkaAag
https://www.youtube.com/watch?v=tbj-muiHOug	tbj-muiHOug
https://www.youtube.com/watch?v=StWKfaH86FA	StWKfaH86FA
https://www.youtube.com/watch?v=r_YupjoHS1A	r_YupjoHS1A
https://www.youtube.com/watch?v=nDueZt6bDqM	nDueZt6bDqM
