video_url	video_id
https://www.youtube.com/watch?v=kOvqdgkF2Tw	kOvqdgkF2Tw
https://www.youtube.com/watch?v=QAlEEL6DcIQ	QAlEEL6DcIQ
https://www.youtube.com/watch?v=4b7_xc65ixo	4b7_xc65ixo
https://www.youtube.com/watch?v=1tFnO5cmT-E	1tFnO5cmT-E
https://www.youtube.com/watch?v=68Cm7e3Gbtw	68Cm7e3Gbtw
https://www.youtube.com/watch?v=JsCY-YDJqzs	JsCY-YDJqzs
https://www.youtube.com/watch?v=6q7ysk0Nbmo	6q7ysk0Nbmo
https://www.youtube.com/watch?v=o0iK-0kcwQE	o0iK-0kcwQE
https://www.youtube.com/watch?v=WqBxukR6fcI	WqBxukR6fcI
https://www.youtube.com/watch?v=asKdty36Sdc	asKdty36Sdc
