video_url	video_id
https://www.youtube.com/watch?v=ERDUH8w9uRY	ERDUH8w9uRY
https://www.youtube.com/watch?v=nSGxZ3-wE50	nSGxZ3-wE50
https://www.youtube.com/watch?v=Z13R8Zoswsw	Z13R8Zoswsw
https://www.youtube.com/watch?v=kXwM7x8L_yk	kXwM7x8L_yk
https://www.youtube.com/watch?v=g43lTACznMw	g43lTACznMw
https://www.youtube.com/watch?v=-pMeIXoVYlQ	-pMeIXoVYlQ
https://www.youtube.com/watch?v=8Dgg58PnqCQ	8Dgg58PnqCQ
https://www.youtube.com/watch?v=oYvHxIN7dT4	oYvHxIN7dT4
https://www.youtube.com/watch?v=umbpTtUZ3pM	umbpTtUZ3pM
https://www.youtube.com/watch?v=Y-tC06YbdDk	Y-tC06YbdDk
