video_url	video_id
https://www.youtube.com/watch?v=jcm5OxfU0mQ	jcm5OxfU0mQ
https://www.youtube.com/watch?v=P71CIQkGsJM	P71CIQkGsJM
https://www.youtube.com/watch?v=sC_hs-OXERg	sC_hs-OXERg
https://www.youtube.com/watch?v=bU35mNPrHlQ	bU35mNPrHlQ
https://www.youtube.com/watch?v=-60Mttt_jVU	-60Mttt_jVU
https://www.youtube.com/watch?v=JBG5-ukpEdI	JBG5-ukpEdI
https://www.youtube.com/watch?v=AKhQlhvKASI	AKhQlhvKASI
https://www.youtube.com/watch?v=EXjzYvXcEOw	EXjzYvXcEOw
https://www.youtube.com/watch?v=BLlj-HDJsqw	BLlj-HDJsqw
https://www.youtube.com/watch?v=f6DNic1HVYI	f6DNic1HVYI
